Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.1000        -570.6526    -573.9189       3.2662   287.1
3.1500        -570.9976    -574.1937       3.1962   281.0
3.2000        -570.6118    -574.4078       3.7960   333.7
3.2500        -570.8490    -574.4301       3.5811   314.8
3.3000        -571.1136    -574.4761       3.3626   295.6
3.3500        -571.3220    -574.6453       3.3234   292.2
3.4000        -570.9689    -574.5771       3.6082   317.2
3.4500        -570.9264    -574.3867       3.4603   304.2
3.5000        -570.8519    -574.1000       3.2482   285.6
3.5500        -571.1075    -574.9841       3.8766   340.8
3.6000        -571.4026    -574.6378       3.2352   284.4
3.6500        -571.2453    -574.9473       3.7020   325.5
3.7000        -571.6962    -574.7385       3.0424   267.5
3.7500        -571.3598    -574.6047       3.2449   285.3
3.8000        -571.0130    -574.7275       3.7146   326.6
3.8500        -571.1753    -574.5173       3.3421   293.8
3.9000        -571.2954    -574.8906       3.5952   316.1
3.9500        -570.9778    -574.5908       3.6130   317.6
4.0000        -570.8787    -574.5140       3.6354   319.6
4.0500        -570.9578    -574.3735       3.4157   300.3
4.1000        -571.2041    -574.6061       3.4020   299.1
4.1500        -571.3278    -574.3917       3.0638   269.4
4.2000        -571.3101    -574.6561       3.3460   294.2
4.2500        -571.6220    -574.9147       3.2926   289.5
4.3000        -571.3955    -575.1772       3.7818   332.5
4.3500        -570.9397    -574.7408       3.8011   334.2
4.4000        -570.5032    -574.7078       4.2046   369.6
4.4500        -571.1818    -574.9850       3.8033   334.4
4.5000        -571.4555    -574.8818       3.4263   301.2
4.5500        -570.7688    -574.2903       3.5215   309.6
4.6000        -570.5565    -573.9646       3.4081   299.6
4.6500        -571.1671    -574.3837       3.2165   282.8
4.7000        -571.5450    -574.7296       3.1846   280.0
4.7500        -571.2507    -574.6000       3.3494   294.5
4.8000        -571.4423    -574.8049       3.3626   295.6
4.8500        -570.8764    -574.6369       3.7605   330.6
4.9000        -570.8610    -574.4921       3.6310   319.2
4.9500        -570.8221    -574.4207       3.5985   316.4
5.0000        -570.7250    -574.3878       3.6627   322.0
5.0500        -571.0048    -574.8262       3.8215   336.0
5.1000        -571.1922    -574.6657       3.4735   305.4
5.1500        -571.6799    -574.6177       2.9379   258.3
5.2000        -571.5660    -574.6271       3.0611   269.1
5.2500        -571.6390    -575.0823       3.4433   302.7
5.3000        -571.1968    -574.6717       3.4749   305.5
5.3500        -571.2816    -574.5721       3.2905   289.3
5.4000        -571.2874    -574.8842       3.5968   316.2
5.4500        -571.7571    -574.7321       2.9750   261.5
5.5000        -571.5444    -574.8685       3.3241   292.2
5.5500        -571.3238    -574.9691       3.6453   320.5
5.6000        -571.1919    -574.6658       3.4739   305.4
5.6500        -571.0740    -575.0276       3.9536   347.6
5.7000        -571.5459    -574.2990       2.7531   242.0
5.7500        -571.7194    -575.0476       3.3282   292.6
5.8000        -571.4347    -574.6257       3.1910   280.5
5.8500        -571.4034    -575.0085       3.6051   316.9
5.9000        -570.4221    -574.5875       4.1655   366.2
5.9500        -570.3185    -573.9965       3.6780   323.3
6.0000        -571.1757    -574.5144       3.3387   293.5
6.0500        -570.8466    -574.4622       3.6156   317.9
6.1000        -570.5714    -573.8860       3.3146   291.4
6.1500        -570.6472    -574.3300       3.6828   323.8
6.2000        -570.5849    -574.4738       3.8889   341.9
6.2500        -570.4282    -574.1226       3.6943   324.8
6.3000        -570.8662    -574.4390       3.5728   314.1
6.3500        -571.2667    -574.7378       3.4711   305.2
6.4000        -571.3220    -574.9562       3.6342   319.5
6.4500        -571.6240    -574.7348       3.1108   273.5
6.5000        -571.0279    -574.8343       3.8064   334.6
6.5500        -571.2955    -574.6087       3.3132   291.3
6.6000        -570.5083    -574.7853       4.2770   376.0
6.6500        -570.6669    -574.7568       4.0899   359.6
6.7000        -570.8657    -574.1544       3.2887   289.1
6.7500        -570.5941    -574.4090       3.8149   335.4
6.8000        -571.1480    -574.5146       3.3667   296.0
6.8500        -570.9508    -574.6016       3.6507   320.9
6.9000        -570.7502    -574.2681       3.5179   309.3
6.9500        -570.4297    -574.4190       3.9893   350.7
7.0000        -570.9800    -574.3565       3.3765   296.8
7.0500        -571.1781    -574.4230       3.2449   285.3
7.1000        -570.7170    -574.3875       3.6705   322.7
7.1500        -571.0775    -574.8558       3.7783   332.2
7.2000        -570.9012    -574.4318       3.5306   310.4
7.2500        -570.5242    -574.2755       3.7513   329.8
7.3000        -570.6516    -574.3124       3.6608   321.8
7.3500        -571.1141    -574.4351       3.3209   292.0
7.4000        -570.8801    -574.5878       3.7076   325.9
7.4500        -570.2439    -574.0562       3.8124   335.2
7.5000        -570.7141    -574.0652       3.3511   294.6
7.5500        -570.3859    -574.0015       3.6155   317.9
7.6000        -570.7021    -574.2900       3.5878   315.4
7.6500        -570.1542    -574.3521       4.1978   369.0
7.7000        -570.5010    -574.2956       3.7946   333.6
7.7500        -571.3345    -574.3383       3.0038   264.1
7.8000        -571.3992    -574.8790       3.4798   305.9
7.8500        -571.2241    -574.5597       3.3356   293.2
7.9000        -571.0987    -575.0792       3.9806   349.9
7.9500        -571.6222    -575.0544       3.4321   301.7
8.0000        -571.4235    -574.8325       3.4090   299.7
8.0500        -570.9144    -574.3765       3.4621   304.4
8.1000        -571.1827    -574.4471       3.2644   287.0
8.1500        -571.4386    -574.5921       3.1535   277.2
8.2000        -571.0437    -574.6042       3.5605   313.0
8.2500        -570.8984    -574.3591       3.4607   304.2
8.3000        -570.6049    -574.5723       3.9674   348.8
8.3500        -571.1118    -574.8431       3.7313   328.0
8.4000        -570.6633    -574.0471       3.3838   297.5
8.4500        -570.5750    -574.2811       3.7062   325.8
8.5000        -571.2345    -574.6841       3.4496   303.3
8.5500        -570.9911    -574.5091       3.5180   309.3
8.6000        -570.9474    -574.5814       3.6340   319.5
8.6500        -571.4287    -575.3088       3.8802   341.1
