#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
   5670      3.07e+00    3.34e+00      9.63e-02    1.52e-02      1.51e-01    1.70e-01    3.9e-04
   5724      3.56e+00    2.71e+00      2.38e-02    8.23e-02      1.81e-01    1.33e-01    3.9e-04
   5778      3.29e+00    3.67e+00      5.52e-02    5.33e-02      1.65e-01    1.85e-01    3.9e-04
   5832      3.63e+00    3.22e+00      4.32e-02    1.03e-01      1.83e-01    1.59e-01    3.9e-04
   5886      3.27e+00    3.13e+00      6.49e-02    2.57e-03      1.64e-01    1.59e-01    3.9e-04
   5940      3.59e+00    2.59e+00      2.40e-02    2.35e-03      1.82e-01    1.32e-01    3.9e-04
   5994      2.57e+00    3.12e+00      1.93e-03    4.39e-03      1.31e-01    1.59e-01    3.9e-04
   6048      3.59e+00    3.11e+00      3.21e-03    3.41e-03      1.82e-01    1.58e-01    3.9e-04
   6102      4.06e+00    3.55e+00      5.32e-02    5.38e-02      2.05e-01    1.79e-01    3.9e-04
   6156      2.66e+00    3.13e+00      1.90e-02    3.73e-02      1.35e-01    1.58e-01    3.9e-04
   6210      3.52e+00    3.24e+00      6.20e-02    1.17e-02      1.77e-01    1.64e-01    3.9e-04
   6264      3.07e+00    3.32e+00      4.69e-03    3.26e-03      1.56e-01    1.69e-01    3.9e-04
   6318      3.89e+00    2.33e+00      5.81e-02    6.88e-03      1.96e-01    1.18e-01    3.9e-04
   6372      2.82e+00    3.04e+00      3.31e-02    1.77e-02      1.43e-01    1.54e-01    3.9e-04
   6426      3.07e+00    2.30e+00      6.31e-02    2.28e-02      1.54e-01    1.16e-01    3.9e-04
   6480      2.88e+00    3.08e+00      2.57e-02    1.92e-02      1.46e-01    1.56e-01    3.9e-04
   6534      3.30e+00    3.47e+00      7.29e-02    1.81e-02      1.65e-01    1.76e-01    3.9e-04
   6588      2.79e+00    3.25e+00      5.21e-03    4.49e-02      1.42e-01    1.63e-01    3.9e-04
   6642      4.04e+00    3.31e+00      2.88e-02    1.70e-02      2.05e-01    1.68e-01    3.9e-04
   6696      2.84e+00    3.10e+00      5.56e-02    7.98e-03      1.42e-01    1.57e-01    3.9e-04
   6750      3.19e+00    3.25e+00      4.79e-02    6.23e-03      1.61e-01    1.65e-01    3.9e-04
   6804      3.21e+00    3.01e+00      8.60e-03    3.36e-02      1.63e-01    1.52e-01    3.9e-04
   6858      3.67e+00    3.49e+00      1.95e-02    1.98e-02      1.86e-01    1.77e-01    3.9e-04
   6912      3.67e+00    3.08e+00      1.47e-03    3.80e-02      1.87e-01    1.55e-01    3.9e-04
   6966      3.19e+00    3.19e+00      2.25e-02    4.99e-02      1.62e-01    1.61e-01    3.9e-04
   7020      3.17e+00    2.37e+00      5.59e-02    5.18e-02      1.59e-01    1.19e-01    3.9e-04
   7074      2.57e+00    3.35e+00      1.06e-02    8.26e-03      1.30e-01    1.70e-01    3.9e-04
   7128      3.10e+00    3.38e+00      3.87e-02    3.41e-02      1.57e-01    1.71e-01    3.9e-04
   7182      2.82e+00    3.17e+00      4.89e-02    1.52e-02      1.42e-01    1.61e-01    3.9e-04
   7236      3.44e+00    2.35e+00      2.28e-02    5.29e-03      1.75e-01    1.20e-01    3.9e-04
   7290      4.40e+00    3.40e+00      3.43e-02    3.61e-02      2.23e-01    1.72e-01    3.9e-04
   7344      3.18e+00    2.31e+00      2.33e-02    6.67e-02      1.61e-01    1.15e-01    3.9e-04
   7398      3.01e+00    2.32e+00      6.20e-02    2.95e-02      1.51e-01    1.17e-01    3.9e-04
   7452      3.30e+00    3.60e+00      5.45e-02    5.31e-02      1.66e-01    1.82e-01    3.9e-04
   7506      2.78e+00    3.37e+00      1.67e-02    1.66e-02      1.41e-01    1.71e-01    3.9e-04
   7560      3.88e+00    2.97e+00      3.91e-02    6.10e-02      1.96e-01    1.49e-01    3.9e-04
   7614      3.17e+00    2.47e+00      5.87e-02    3.14e-02      1.59e-01    1.25e-01    3.9e-04
   7668      3.27e+00    2.54e+00      4.12e-02    3.34e-02      1.65e-01    1.28e-01    3.9e-04
   7722      2.95e+00    3.21e+00      5.39e-02    5.19e-02      1.48e-01    1.61e-01    3.9e-04
   7776      3.26e+00    3.21e+00      7.87e-02    9.00e-02      1.62e-01    1.56e-01    3.9e-04
   7830      2.88e+00    2.33e+00      2.00e-02    2.75e-02      1.46e-01    1.18e-01    3.9e-04
   7884      2.83e+00    3.55e+00      8.08e-03    7.61e-03      1.44e-01    1.81e-01    3.9e-04
   7938      3.16e+00    2.44e+00      3.47e-03    5.16e-03      1.60e-01    1.24e-01    3.9e-04
   7992      3.33e+00    2.51e+00      8.91e-02    5.36e-02      1.65e-01    1.25e-01    3.9e-04
   8046      3.09e+00    3.57e+00      9.34e-02    9.10e-02      1.52e-01    1.77e-01    3.9e-04
   8100      3.28e+00    2.86e+00      5.24e-02    3.36e-02      1.65e-01    1.45e-01    3.9e-04
   8154      3.44e+00    2.93e+00      1.52e-02    3.16e-02      1.74e-01    1.48e-01    3.9e-04
   8208      3.59e+00    3.41e+00      3.27e-02    3.11e-02      1.82e-01    1.73e-01    3.9e-04
   8262      3.94e+00    3.45e+00      5.02e-02    4.92e-02      1.99e-01    1.74e-01    3.9e-04
   8316      2.57e+00    2.51e+00      6.45e-02    2.52e-02      1.28e-01    1.27e-01    3.9e-04
   8370      3.51e+00    2.69e+00      1.71e-02    5.53e-02      1.78e-01    1.34e-01    3.9e-04
   8424      2.92e+00    3.09e+00      7.35e-03    6.09e-03      1.48e-01    1.57e-01    3.9e-04
   8478      3.49e+00    3.30e+00      1.34e-02    5.18e-03      1.77e-01    1.68e-01    3.9e-04
   8532      3.06e+00    2.52e+00      7.19e-02    1.08e-02      1.53e-01    1.28e-01    3.9e-04
   8586      3.13e+00    3.45e+00      2.42e-02    2.86e-02      1.59e-01    1.75e-01    3.9e-04
   8640      3.92e+00    2.94e+00      2.64e-03    1.58e-02      1.99e-01    1.49e-01    3.9e-04
   8694      3.34e+00    2.25e+00      1.69e-02    3.77e-02      1.69e-01    1.13e-01    3.9e-04
   8748      2.75e+00    3.22e+00      3.91e-03    6.54e-03      1.39e-01    1.64e-01    3.9e-04
   8802      3.85e+00    3.22e+00      2.77e-02    1.32e-02      1.95e-01    1.64e-01    3.9e-04
   8856      2.85e+00    3.03e+00      5.61e-02    3.68e-02      1.43e-01    1.53e-01    3.9e-04
   8910      3.97e+00    2.41e+00      9.63e-02    1.09e-01      1.98e-01    1.17e-01    3.9e-04
   8964      3.98e+00    4.46e+00      1.55e-02    1.18e-02      2.02e-01    2.27e-01    3.9e-04
   9018      2.92e+00    3.23e+00      1.45e-02    1.37e-02      1.48e-01    1.64e-01    3.9e-04
   9072      3.52e+00    2.93e+00      3.32e-03    5.82e-03      1.79e-01    1.49e-01    3.9e-04
   9126      2.74e+00    2.89e+00      8.69e-03    1.27e-03      1.39e-01    1.47e-01    3.9e-04
   9180      3.37e+00    3.01e+00      2.13e-02    1.51e-02      1.71e-01    1.53e-01    3.9e-04
   9234      3.30e+00    2.94e+00      6.79e-02    4.59e-02      1.66e-01    1.48e-01    3.9e-04
   9288      2.70e+00    3.25e+00      7.72e-02    8.11e-02      1.33e-01    1.62e-01    3.9e-04
   9342      3.12e+00    3.85e+00      4.57e-03    5.69e-03      1.58e-01    1.96e-01    3.9e-04
   9396      3.75e+00    3.07e+00      5.50e-03    5.71e-03      1.90e-01    1.56e-01    3.9e-04
   9450      4.03e+00    2.78e+00      4.82e-02    1.63e-02      2.04e-01    1.41e-01    3.9e-04
   9504      3.49e+00    2.49e+00      2.56e-02    2.57e-03      1.77e-01    1.27e-01    3.9e-04
   9558      2.89e+00    3.06e+00      3.03e-03    2.95e-03      1.47e-01    1.55e-01    3.9e-04
   9612      2.89e+00    2.46e+00      5.17e-03    2.05e-02      1.47e-01    1.25e-01    3.9e-04
   9666      3.05e+00    3.03e+00      5.85e-02    7.49e-02      1.53e-01    1.51e-01    3.9e-04
   9720      2.98e+00    2.98e+00      2.36e-02    1.37e-02      1.51e-01    1.52e-01    3.9e-04
   9774      3.18e+00    2.42e+00      5.15e-02    5.22e-02      1.60e-01    1.22e-01    3.9e-04
   9828      2.58e+00    3.10e+00      2.29e-02    1.03e-02      1.31e-01    1.57e-01    3.9e-04
   9882      3.22e+00    2.55e+00      3.16e-02    4.68e-02      1.63e-01    1.28e-01    3.9e-04
   9936      3.29e+00    2.66e+00      3.95e-02    7.92e-02      1.66e-01    1.30e-01    3.9e-04
   9990      2.79e+00    3.19e+00      2.17e-02    2.43e-02      1.42e-01    1.62e-01    3.9e-04
  10044      1.63e+00    1.34e+00      6.33e-04    1.19e-03      1.33e-01    1.09e-01    1.5e-04
  10098      1.83e+00    1.85e+00      7.67e-03    5.58e-03      1.49e-01    1.51e-01    1.5e-04
  10152      1.93e+00    1.86e+00      4.75e-03    3.74e-03      1.57e-01    1.52e-01    1.5e-04
  10206      1.88e+00    1.39e+00      2.99e-03    1.82e-03      1.53e-01    1.13e-01    1.5e-04
  10260      2.06e+00    2.00e+00      1.47e-03    8.70e-03      1.68e-01    1.63e-01    1.5e-04
  10314      1.50e+00    1.39e+00      4.51e-03    4.63e-03      1.23e-01    1.13e-01    1.5e-04
  10368      1.37e+00    1.92e+00      7.94e-03    8.86e-03      1.11e-01    1.56e-01    1.5e-04
  10422      1.94e+00    1.38e+00      3.01e-03    3.09e-03      1.58e-01    1.13e-01    1.5e-04
  10476      1.99e+00    1.35e+00      7.12e-03    6.56e-03      1.62e-01    1.10e-01    1.5e-04
  10530      1.61e+00    1.36e+00      3.22e-03    3.44e-03      1.31e-01    1.11e-01    1.5e-04
  10584      1.98e+00    1.39e+00      6.40e-05    2.76e-03      1.62e-01    1.14e-01    1.5e-04
  10638      2.57e+00    1.79e+00      4.16e-04    4.07e-03      2.10e-01    1.46e-01    1.5e-04
  10692      1.81e+00    1.95e+00      1.52e-02    1.48e-02      1.47e-01    1.58e-01    1.5e-04
  10746      1.98e+00    1.37e+00      2.15e-03    2.09e-03      1.61e-01    1.11e-01    1.5e-04
  10800      1.98e+00    1.35e+00      1.47e-02    6.50e-03      1.61e-01    1.10e-01    1.5e-04
  10854      1.64e+00    1.90e+00      4.65e-03    4.81e-03      1.33e-01    1.55e-01    1.5e-04
  10908      2.39e+00    1.46e+00      4.05e-03    2.49e-03      1.95e-01    1.19e-01    1.5e-04
  10962      1.85e+00    1.83e+00      8.14e-03    1.75e-03      1.51e-01    1.49e-01    1.5e-04
  11016      1.63e+00    1.86e+00      4.92e-03    4.97e-03      1.33e-01    1.52e-01    1.5e-04
  11070      1.64e+00    2.09e+00      6.59e-03    8.00e-03      1.33e-01    1.70e-01    1.5e-04
  11124      1.81e+00    1.97e+00      7.67e-03    8.36e-03      1.47e-01    1.60e-01    1.5e-04
  11178      1.54e+00    1.93e+00      1.81e-02    1.32e-02      1.25e-01    1.57e-01    1.5e-04
  11232      1.88e+00    1.87e+00      5.17e-03    1.10e-02      1.54e-01    1.52e-01    1.5e-04
  11286      1.35e+00    1.86e+00      8.58e-03    8.79e-03      1.10e-01    1.51e-01    1.5e-04
